Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34734170,Leila's Secret,Kooshyar Karimi,"Karimi, Kooshyar",,"=""0143783998""","=""9780143783992""",2,4.27,Penguin Australia,Paperback,304,2017,2015,,2020/02/05,autobiography-biography-memoir,autobiography-biography-memoir (#21),read,"It took me longer than usual to finish this book. I don't know what is the reason for my struggles, but I guess I'm no longer interested in this kind of story? Or the writing style? Or moral conflicts? I can't figure out why it didn't push me to finish this book in a day or two even though I knew I could. I hope nobody will ask me what I think about this book because I really don't know what to say about it.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/02/02/leilas-secret-kooshyar-karimi/"">Leila's Secret by Kooshyar Karimi</a>.",,,1,,,0,,,,,
19486430,Muffin But Murder (Merry Muffin Mystery #2),Victoria Hamilton,"Hamilton, Victoria",,"=""042525884X""","=""9780425258842""",1,3.82,Berkley,Paperback,292,2014,2014,,2019/08/07,"cozy-mystery, ebooks","cozy-mystery (#7), ebooks (#125)",read,"The story is simple, but the wordings were unnecessarily complicated, the descriptions were overly-detailed, and there were too many irrelevant characters were included in the book.<br/><br/>I know the author is exceptionally detailed, but I can't believe that she will describe every guest's Halloween costume that attends the party. She described the details of all 18 guests' outfits except a couple who is not part of the residents in the town.<br/><br/>The main character is very self-centred, controlling, judgemental, impulsive, unreasonable, inconsiderate, ignorant, and annoying. Why she keeps pushing people to tell her everything? Nobody can keep anything for themselves, and nobody can forget anything. In another part of the story, she suggests to plan for her friend's wedding, but the conversation turns to the murder case. When her friend asks whether they can discuss the wedding plan instead of the murder, she says no because she won't let it go until it clears up. What??? Also, she loves herself a lot and feels that she is perfect. She keeps mentioning some people who don't like her, and she feels weird, and she doesn't understand why people don't like her.<br/><br/>I'm not sure if I want to try the third book. I don't think I can stand with the main character anymore. I guess I have some sense of achievement after I finished this book.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2019/08/08/muffin-but-murder-merry-muffin-mystery-2-victoria-hamilton/"">Muffin but Murder (Merry Muffin Mystery #2) by Victoria Hamilton</a>.",,,1,,,0,,,,,
22747204,"Die Again (Rizzoli & Isles, #11)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345543866""","=""9780345543868""",2,4.18,Ballantine Books,ebook,352,2014,2014,,2020/01/28,"book-to-tv-or-movie, rizzoli-isles-series, mystery-crime, thriller, ebooks","book-to-tv-or-movie (#182), rizzoli-isles-series (#13), mystery-crime (#61), thriller (#49), ebooks (#146)",read,"I think the people in the story has more patience than me when they are talking to Crowe. I don't know if I can control my anger if I face such a person in real life. It's not like he is smart and efficient in solving cases else I will be more tolerable to him for the sake of his intelligence. The thing is he has zero intelligence, but he's acting as he has some.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/29/die-again-rizzoli-isles-11-tess-gerritsen/"">Die Again (Rizzoli & Isles #11) by Tess Gerritsen</a>.",,,1,,,0,,,,,
9733974,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, #6)",Carolyn Keene,"Keene, Carolyn",,"=""1440673691""","=""9781440673696""",4,3.90,Grosset & Dunlap,Hardcover,208,1931,1931,,2020/01/20,"ebooks, book-to-tv-or-movie, classics, children, mystery, nancy-drew-series, carolyn-keene","ebooks (#145), book-to-tv-or-movie (#181), classics (#37), children (#42), mystery (#28), nancy-drew-series (#6), carolyn-keene (#6)",read,"One-Sentence Summary: A bottle of perfume which reluctantly being sold to Bess leads to the adventure of capturing a counterfeit syndicate.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/21/the-secret-of-red-gate-farm-nancy-drew-mystery-stories-6-carolyn-keene/"">The Secret of Red Gate Farm (Nancy Drew Mystery Stories #6) by Carolyn Keene</a>.",,,1,,,0,,,,,
9945139,The Secret of Shadow Ranch,Carolyn Keene,"Keene, Carolyn",,"=""1440673683""","=""9781440673689""",2,3.94,Grosset & Dunlap,,192,1980,1931,,2020/01/19,"nancy-drew-series, carolyn-keene, children, ebooks, classics, mystery, book-to-tv-or-movie","nancy-drew-series (#5), carolyn-keene (#5), children (#41), ebooks (#144), classics (#36), mystery (#27), book-to-tv-or-movie (#180)",read,"I didn't have much interest in the story after reading it halfway. There were times I felt confused with Nancy's assumption or the investigation, but I guess I considered myself that I understand the entire story. I would prefer the story just focus on the treasure hunt as the story itself already complicated enough. But another case about the missing of Alice's father is related to the treasure hunt as well. Also, I guess the continuous switching of locations is one of the reasons that I felt hard to keep up with the storyline.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/18/the-secret-of-shadow-ranch-nancy-drew-mystery-stories-5-carolyn-keene/"">The Secret of Shadow Ranch (Nancy Drew #5) by Carolyn Keene</a>.",,,1,,,0,,,,,
6627944,"The Mystery at Lilac Inn (Nancy Drew, #4)",Carolyn Keene,"Keene, Carolyn",,"=""""","=""""",3,3.98,Grosset & Dunlap,Kindle Edition,202,1930,1930,,2018/02/25,"carolyn-keene, children, classics, ebooks, mystery, nancy-drew-series, book-to-tv-or-movie","carolyn-keene (#4), children (#27), classics (#21), ebooks (#77), mystery (#21), nancy-drew-series (#4), book-to-tv-or-movie (#179)",read,"I feel this story is way better than the previous three books. This story is more adventurous and mature and Nancy experiences more dangers compared to the previous three stories.<br/><br/>Detailed review here: <a href=""https://chyneyee.com/2018/02/26/the-mystery-at-lilac-inn-nancy-drew-4-carolyn-keene/"">The Mystery at Lilac Inn (Nancy Drew #4)</a>.",,,1,,,0,,,,,
9170159,"The Bungalow Mystery (Nancy Drew, #3)",Carolyn Keene,"Keene, Carolyn",,"=""1440673667""","=""9781440673665""",2,3.94,Grosset & Dunlap,ebook,192,1930,1930,2016/08/23,2016/08/22,"carolyn-keene, children, classics, ebooks, mystery, nancy-drew-series, book-to-tv-or-movie","carolyn-keene (#3), children (#22), classics (#13), ebooks (#44), mystery (#17), nancy-drew-series (#3), book-to-tv-or-movie (#178)",read,https://chyneyee.com/2016/08/23/the-bungalow-mystery-nancy-drew-3-carolyn-keene/<br/><br/>I felt the story didn’t match with the title ‘The Bungalow Mystery’ and should change to ‘The Missing Guardian’. The bungalow wasn’t the main subject of the story. The story is more about solving the mystery of Laura’s missing guardian.,,,1,,,0,,,,,
13536750,Last to Die (Rizzoli & Isles #10),Tess Gerritsen,"Gerritsen, Tess",,"=""0345535952""","=""9780345535955""",2,4.12,Ballantine Books,ebook,336,2012,2012,2020/01/13,2020/01/19,"book-to-tv-or-movie, ebooks, mystery-crime, thriller, rizzoli-isles-series","book-to-tv-or-movie (#177), ebooks (#142), mystery-crime (#60), thriller (#48), rizzoli-isles-series (#12)",read,"What is wrong with Maura? Why Maura's personality is getting worse after the destructive relationship? And in this book, she seems not being herself. She became unreasonable and getting more self-centred. I remember when I started reading this series, I didn't like Jane for the same reason. Now Jane becomes better, but Maura is acting like the old Jane.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/13/last-to-die-rizzoli-isles-10-tess-gerritsen/"">Last to Die (Rizzoli & Isles #10) by Tess Gerritsen</a>.",,,1,,,0,,,,,
35288852,The Wife,Alafair Burke,"Burke, Alafair",,"=""0571328202""","=""9780571328208""",2,3.87,Faber  Faber,ebook,,2018,2018,,2020/01/19,"mystery-thriller, ebooks, library-loan","mystery-thriller (#23), ebooks (#140), library-loan (#84)",read,"This is getting more complicated to read. It was supposed to be just an affair or a rape case, but the case is also related to a company's corruption.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/09/the-wife-alafair-burke/"">The Wife by Alafair Burke</a>.",,"Online library loan from Hornsby Library, Sydney.",1,,,0,,,,,
15766671,"John Doe (Rizzoli & Isles, #9.5)",Tess Gerritsen,"Gerritsen, Tess",,"=""1448154650""","=""9781448154654""",4,3.95,Transworld,ebook,49,2012,2012,,2020/01/19,"ebooks, book-to-tv-or-movie, rizzoli-isles-series, mystery-crime","ebooks (#139), book-to-tv-or-movie (#175), rizzoli-isles-series (#11), mystery-crime (#59)",read,"The only thing that didn't seem to make sense was why an intelligent woman such as Maura will never think of the danger of drinking a drink offered by someone that she just met?<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/06/john-doe-rizzoli-isles-9-5-tess-gerritsen/"">John Doe (Rizzoli & Isles #9.5) by Tess Gerritsen</a>.",,,1,,,0,,,,,
10384088,"The Silent Girl (Rizzoli & Isles, #9)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345526600""","=""9780345526601""",3,4.12,Ballantine Books,ebook,268,2011,2011,,2020/01/19,"book-to-tv-or-movie, ebooks, rizzoli-isles-series, mystery-crime, thriller","book-to-tv-or-movie (#174), ebooks (#138), rizzoli-isles-series (#10), mystery-crime (#58), thriller (#47)",read,"I really enjoyed reading it but personally disappointed with the ending. I felt the ending has ruined the author's effort after putting up such a great story from the beginning. It was going so well throughout the story except the ending. The ending was complicated, dramatic and a bit cheesy for me.<br/><br/><b>Book Review</b>: <a href=""https://chyneyee.com/2020/01/06/the-silent-girl-rizzoli-isles-9-tess-gerritsen/"">The Silent Girl (Rizzoli & Isles #9) by Tess Gerritsen </a>.",,,1,,,0,,,,,
11469997,"Freaks (Jane Rizzoli & Maura Isles, #8.5)",Tess Gerritsen,"Gerritsen, Tess",,"=""034553008X""","=""9780345530080""",4,3.58,Ballantine Books,ebook,29,2011,2007,,2020/01/19,"rizzoli-isles-series, ebooks, mystery-crime, book-to-tv-or-movie","rizzoli-isles-series (#9), ebooks (#137), mystery-crime (#57), book-to-tv-or-movie (#173)",read,"I quite enjoyed reading this short story which involves something different such as vampires. Also, both Jane and Maura are applying their investigative and scientific skills, respectively, to convince us that from their perspectives, vampires never exist in the world.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/01/freaks-rizzoli-isles-8-5-tess-gerritsen/"">Freaks (Rizzoli & Isles #8.5) by Tess Gerritsen</a>.",,,1,,,0,,,,,
3843757,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"Lindsay, Jeff",,"=""0307275108""","=""9780307275103""",2,3.88,Vintage Books,ebook,304,2004,2004,,2020/01/19,"ebooks, book-to-tv-or-movie, mystery-crime","ebooks (#136), book-to-tv-or-movie (#172), mystery-crime (#56)",read,"Reading the story made me felt as if I'm reading a serial killer's diary. The story describes how Dexter knows that there is something missing inside of him, things that he does to hide his abnormalities, and his struggles to have feelings as a normal human being. His inner thoughts as a serial killer were very realistic.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/01/darkly-dreaming-dexter-dexter-1-jeff-lindsay/"">Darkly Dreaming Dexter (Dexter #1) by Jeff Lindsay</a>.",,,1,,,0,,,,,
7202831,"Ice Cold (Rizzoli & Isles, #8)",Tess Gerritsen,"Gerritsen, Tess",,"=""034551548X""","=""9780345515483""",3,4.15,Ballantine Books,Hardcover,322,2010,2010,,2020/01/19,"book-to-tv-or-movie, ebooks, mystery-crime, thriller, rizzoli-isles-series","book-to-tv-or-movie (#171), ebooks (#135), mystery-crime (#55), thriller (#46), rizzoli-isles-series (#8)",read,"I don't know why I'm so captivated with this series. After reading the eighth book, I still quite like the storyline although sometimes, I have a few questions with the consistency. For example, the ending seems doesn't stick well with the story, and the plot twist comes from nowhere. But the best part of the story is Maura has decided what to do in her relationship.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/01/ice-cold-rizzoli-isles-8-tess-gerritsen/"">Ice Cold (RIzzoli & Isles #8) by Tess Gerritsen</a>.",,,1,,,0,,,,,
41436051,The Passengers,John Marrs,"Marrs, John",,"=""1785038885""","=""9781785038884""",3,4.09,Penguin,Paperback,406,2019,2019,,2019/12/04,"ebooks, science-fiction, thriller","ebooks (#132), science-fiction (#4), thriller (#44)",read,"I felt the ending was disappointing but the idea is unique and creative. Unfortunately, I didn't like the character, Libby. She tends to be unreasonable and seems desperate for a relationship. The story probably is a good reflection of our future, which is something worth to ponder if autonomous vehicles are implemented on all roads in a country.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/10/09/the-passengers-john-marrs/"">The Passengers by John Marrs</a>.",,,1,,,0,,,,,
16067054,Six Suspects,Vikas Swarup,"Swarup, Vikas",,"=""1407040251""","=""9781407040257""",2,3.54,Transworld Digital,ebook,576,2008,2008,2019/08/28,2019/08/20,"ebooks, mystery-crime","ebooks (#129), mystery-crime (#54)",read,"The story plot was interesting; especially the story has been separated into suspects' background and motives. However, one of the things which bother me is the unusual choice of usage for some of the words. I was alright with the story until it reaches the part about the actress, Shabnam. I've been tolerating the entire story with the over-rich of lusts and sexual contents. I wish that part were written in a less filthy manner.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2019/08/28/six-suspects-vikas-swarup/"">Six Suspects by Vikas Swarup</a>.",,,1,,,0,,,,,
